iteration	n_variants	ce_pct	ratio	RNA-seq_IR	RNA-seq_P	CAGE_IR	CAGE_P	DNase_IR	DNase_P	ChIP-histone_IR	ChIP-histone_P	Population
27	7195	43.599722029186935	2.899786780383795	1.0796871564531836	0.01936270315065208	1.0854961751849361	0.011540535745814259	1.1466676771219348	2.2302203767177872e-05	1.0602836879432624	0.05159805760749485	NHW
28	7211	45.72181389543752	2.899786780383795	1.1669416892461835	5.342796815231898e-07	1.1839452419125651	2.6942225758501513e-08	1.0884805691513546	0.006680082972367316	1.0493757069754917	0.09472835267866694	NHW
29	7202	45.95945570674812	2.899786780383795	1.1214694940177259	0.00020519434333535555	1.143460855271879	1.1444715189739477e-05	1.1253159292318522	0.00014023652885576443	1.0675964789817693	0.02104087750104242	NHW
30	7192	46.273637374860954	2.899786780383795	1.0614408118721768	0.05571162657113375	1.0542209092846515	0.0902162918109451	1.146945985519122	7.302400264428437e-06	1.092161775774839	0.0017471014445293335	NHW
31	7213	47.539165395813114	2.899786780383795	1.131745735566233	3.3821959097938534e-05	1.1816030073792174	1.2471699546631438e-08	1.140482498373455	1.0056079845081549e-05	1.0914461828760122	0.0013671720073643292	NHW
32	7196	44.03835464146748	2.899786780383795	1.1648673592032968	1.6366075524381426e-06	1.142557851738682	2.7006648834995553e-05	1.0770587683740724	0.02262740516801433	1.0517159118362576	0.08839433981162224	NHW
33	7213	48.4125883820879	2.899786780383795	1.1176979749178937	0.00015103091357157594	1.1547567876093099	6.181391106341573e-07	1.1347016473260305	1.7443100079416046e-05	1.0876335543888735	0.0018050399647136128	NHW
34	7193	44.29306269984708	2.899786780383795	0.9428645533512616	0.08124922214705803	1.001958346851173	0.9532399909648598	1.1128235370806074	0.0009150598359662337	1.0567656740555809	0.06238358874363002	NHW
35	7189	44.38725831130895	2.899786780383795	1.1392194687390633	4.447762909836151e-05	1.0995025092496227	0.003051730324747064	1.076150513794909	0.022763691649112343	1.007406289252738	0.8107108708788155	NHW
36	7192	42.81145717463849	2.899786780383795	0.9678963015431092	0.3426097763835606	1.0161662997222634	0.6376219620359473	1.1115334990571284	0.0014659680545355547	1.0576639224871847	0.06518014697283556	NHW
37	7212	46.00665557404326	2.899786780383795	1.171002191761909	2.155300613041947e-07	1.2277925534415863	6.178268676076752e-12	1.1222745399175447	0.00020205873050854972	1.0799384631993738	0.006333994872804101	NHW
38	7199	45.65911932212807	2.899786780383795	1.037803674433808	0.2505837706442561	1.0548631134681923	0.08995255565190606	1.1095990743101116	0.0008594472376687325	1.07649869898097	0.010059715074010897	NHW
39	7191	40.46725073007927	2.899786780383795	1.0296749027045002	0.41918088446480944	1.0567650947553988	0.11555021555394553	1.0646775559588624	0.07711046502290725	1.0328912466843503	0.3186906855410887	NHW
40	7209	43.02954640033292	2.899786780383795	1.007972397821869	0.8126290093538533	1.0319302944760773	0.34662490262266404	1.0995387074674583	0.004359779809834752	1.0183735054814926	0.5570544211358531	NHW
41	7188	45.68725653867557	2.899786780383795	1.0048944318807405	0.8828502473860362	1.056938588354345	0.0788381764227058	1.127976342277327	0.00010949453655616677	1.0534554150098625	0.07078749769500806	NHW
42	7209	44.27798585101956	2.899786780383795	0.9747519785075014	0.4424602681567905	1.072468102721482	0.030013861720380328	1.131679654913607	0.00010599434531076112	1.081058640373638	0.007797063705204785	NHW
43	7194	45.09313316652766	2.899786780383795	1.100182498338574	0.0026195719465910046	1.1203516800806128	0.0002831291412846462	1.0889981380459284	0.007204250900520582	1.0192828941183842	0.5236785991187108	NHW
44	7208	44.21476137624861	2.899786780383795	1.1457987119444493	2.0340031387250883e-05	1.1585337914602465	3.0697406606370693e-06	1.1395046631521477	4.403140146380549e-05	1.0630427103382416	0.03793733872647286	NHW
45	7191	43.34584897788903	2.899786780383795	1.1984074181698319	1.7310281752023493e-08	1.214512090209547	8.798792924914701e-10	1.0707693612210287	0.04060077943899951	1.0314331347134345	0.31039743760267113	NHW
46	7207	45.34480366310532	2.899786780383795	1.103120905068957	0.0017778772623549632	1.1756584633580494	1.322269789885736e-07	1.1158609980965377	0.0004930728245529648	1.0776452331779485	0.009247725911761456	NHW
47	7205	45.315752949340734	2.899786780383795	1.19497661990648	7.175989732387293e-09	1.1939163374289063	6.6363889785893966e-09	1.0960258196124462	0.0038075357931093173	1.0522408514996024	0.07970672950227121	NHW
48	7193	47.74085916863618	2.899786780383795	1.1578079377095274	6.703025136304583e-07	1.178589972238688	1.7643668049377338e-08	1.1197546742576179	0.0001462239986233438	1.065346462964304	0.02126268040626838	NHW
49	7212	48.0726566833056	2.899786780383795	1.2106931530008453	3.678068899994421e-11	1.2038453599640653	1.1289738096350275e-10	1.1463789716405701	3.3469029405311678e-06	1.0823565926761263	0.0036208695048387026	NHW
50	7204	47.08495280399778	2.899786780383795	1.0458213510673013	0.14976601170286485	1.089337031416582	0.004653923950788564	1.1427370588884278	8.780364116258018e-06	1.0794074154771736	0.005898861146714465	NHW
51	7213	45.47345071398863	2.899786780383795	1.0406137126520403	0.21583330217816052	1.0712596849878142	0.02828191490876472	1.1257164949320064	0.00015747918098990674	1.0838857205347623	0.0049083886851654275	NHW
52	7195	45.879082696316885	2.899786780383795	0.9952019574083225	0.8828855160109268	1.049214213903481	0.12851472729718416	1.1622162789611816	9.643182218166526e-07	1.0512360511912011	0.08005106472654636	NHW
53	7197	48.325691260247325	2.899786780383795	1.0338928195431696	0.27724993019852584	1.1029037326846305	0.0008886998662240415	1.1383329028925622	1.019216893592717e-05	1.0776186117300928	0.005475691817281988	NHW
54	7212	45.04991680532446	2.899786780383795	1.0878276727494172	0.00796300437325586	1.1426516786094043	1.6883482704888336e-05	1.1376621271875433	4.0454964488506845e-05	1.08756318738071	0.0034942603900998143	NHW
55	7210	44.07766990291262	2.899786780383795	1.0959330764691588	0.004536882486532723	1.0773442841775651	0.02055876602220734	1.094698498917312	0.005400249786827408	1.012089518668466	0.6898328910595108	NHW
56	7203	47.10537276134944	2.899786780383795	1.1390674431415757	1.5187495887509014e-05	1.1867619406968444	6.1984313892827135e-09	1.1304029004299032	4.83149091431181e-05	1.0804046829103358	0.005428846085670114	NHW
57	7202	44.6126076089975	2.899786780383795	1.0956002478733593	0.004565072301793512	1.1364102261824063	4.6152038023469737e-05	1.119638693784184	0.00038688880348499626	1.077114381229106	0.010686497065022914	NHW
58	7193	45.794522452384264	2.899786780383795	1.1126711821897866	0.0006258407848527192	1.116419123486531	0.0003589059420466465	1.1007348562002786	0.002148599522231065	1.0425000712342345	0.15176042843975124	NHW
59	7213	46.180507417163454	2.899786780383795	1.0212405850228798	0.5172643540227744	1.0501949511704567	0.1148664830625021	1.1487244466517228	6.360066096274033e-06	1.0551695603831681	0.05985801074762995	NHW
60	7209	44.90220557636288	2.899786780383795	1.1912436311668946	1.6921038865282446e-08	1.201748348319385	2.231972285367872e-09	1.0904292812075576	0.0065463284582800915	1.056642903862326	0.05927546256158674	NHW
61	7197	48.047797693483396	2.899786780383795	1.0213339460685729	0.4992339961272877	1.0661825469072728	0.03331259616316207	1.150628343265885	1.8555331895437984e-06	1.0698765321731531	0.012884056724120234	NHW
62	7214	46.756307180482395	2.899786780383795	1.0159943116238817	0.6172368405428046	1.055389779837586	0.08005594264250676	1.1563138033932263	1.5637307250382549e-06	1.0798895864187978	0.005889819464754243	NHW
63	7197	42.892872030012505	2.899786780383795	1.1081871848269453	0.0018392562442130877	1.1645643843601856	2.44994067769285e-06	1.0619031616838772	0.07474065778478736	1.0366451712553577	0.23985870883212904	NHW
64	7196	44.886047804335746	2.899786780383795	0.9785741995165765	0.5163654965838826	1.0081626154588292	0.8148034763067487	1.1537841519893313	5.325758793377387e-06	1.0483406350321336	0.1050026186931578	NHW
65	7207	47.37061190509227	2.899786780383795	1.2282037323738617	1.9228373996329705e-12	1.2359651662783668	2.7822869235346106e-13	1.1497171327396025	2.844705699795458e-06	1.1179563708219185	4.536461193215738e-05	NHW
66	7197	45.11602056412394	2.899786780383795	1.1522186813186814	5.4958970311104685e-06	1.152897465546983	4.259345206390765e-06	1.0415948883221462	0.20421346388398276	1.0433406302659969	0.14402584452017486	NHW
67	7204	45.79400333148251	2.899786780383795	1.1509727594804897	5.414865191326549e-06	1.1483173117876553	6.621829775958898e-06	1.126084252684765	0.00012587459030871052	1.0846489762096256	0.004167828904130623	NHW
68	7211	44.778810151157955	2.899786780383795	1.0374740232891853	0.26186227553882757	1.051701466294745	0.12055551481858565	1.14018802594852	3.479130379591403e-05	1.0371989239665038	0.21172760743586938	NHW
69	7209	45.068664169787766	2.899786780383795	1.076998944719539	0.019779419660585863	1.1071729233805023	0.0011559694419695998	1.1296825831917112	0.0001081368221040934	1.0541259469022672	0.07091945567584329	NHW
70	7199	44.28392832337825	2.899786780383795	0.9668074462850582	0.315114505814447	0.9945006578058291	0.8834476606144515	1.1191641219969832	0.0004309412630036048	1.0606607015275746	0.04598696482709158	NHW
71	7192	42.60289210233593	2.899786780383795	1.2093211214843003	4.728589199899404e-09	1.1510713114570514	1.6817827635653504e-05	1.0716022224037536	0.04023347356482438	1.0362328743326348	0.2502638482907031	NHW
72	7213	45.39026757243865	2.899786780383795	1.18149237118885	6.62241410735034e-08	1.1377164233544412	3.246249325198636e-05	1.1288249822947378	0.00010964965072553747	1.0599317272356066	0.04369716125552063	NHW
73	7209	44.749618532390066	2.899786780383795	1.1958528394482735	9.776648940759408e-09	1.1931491304462567	1.0851437439206078e-08	1.1005564518784368	0.0028340493125652002	1.0312343703110933	0.3000622082383332	NHW
74	7184	46.9097995545657	2.899786780383795	1.162031866577321	5.471473280124678e-07	1.1315377267591669	3.829803745542799e-05	1.0712918302896584	0.025217712391884434	1.0766810525858448	0.008024883182576522	NHW
75	7205	47.48091603053435	2.899786780383795	1.0422895774924137	0.17628167621399238	1.0531114538599569	0.09058975005249864	1.127940935192781	6.162403405742022e-05	1.0436545890729119	0.12464062887969156	NHW
76	7214	46.520654283337954	2.899786780383795	1.1567098047817506	1.5839247592796305e-06	1.2252996105686271	6.386684193897369e-12	1.1478743967516292	5.6750520214470305e-06	1.0480257447920809	0.09528976820737994	NHW
77	7195	47.6997915218902	2.899786780383795	1.1914419041469784	2.325210397334093e-09	1.192788343833965	1.5025920880837206e-09	1.14613972047989	4.358335103882572e-06	1.0710230851041644	0.011948794843550577	NHW
78	7208	46.198668146503884	2.899786780383795	1.0606041211171102	0.05944117513742568	1.1028485933436998	0.001446646767537489	1.0797574849063254	0.01441011099298141	1.0312170634353985	0.28897476012135986	NHW
79	7208	47.28079911209767	2.899786780383795	1.1154608545150002	0.00029903022449004075	1.1398303832553125	1.0521694543884026e-05	1.1482271103088582	3.770715822056985e-06	1.0646227910895285	0.024457869415796876	NHW
80	7190	42.573018080667595	2.899786780383795	1.0127592046114255	0.721548351140679	1.0649431074015185	0.0593309625655875	1.0994691201971964	0.004723724228870003	1.0432795978167433	0.1643726258220135	NHW
81	7213	46.66574240953834	2.899786780383795	1.166101465002713	3.4958486623273337e-07	1.1851235597750218	1.2150617047757138e-08	1.1113420973953008	0.0005667657554565017	1.0773612545379057	0.007481832415613471	NHW
82	7196	47.06781545302946	2.899786780383795	1.155841265068979	1.3795028157861904e-06	1.189074450016451	4.292182569603401e-09	1.1267815089597324	7.898015566600188e-05	1.0707732030451123	0.013755786552805625	NHW
83	7210	43.56449375866852	2.899786780383795	1.132562863568305	0.00011917434211786195	1.120204931796345	0.0004241909414688761	1.0927609119444068	0.0069901353238341155	1.059007144878325	0.0550759540609987	NHW
84	7196	44.98332406892718	2.899786780383795	1.061396657364717	0.06306345363893623	1.0663933259881258	0.04337086921466379	1.094830148515555	0.00456241987079408	1.0367004255925159	0.22159084379788802	NHW
85	7205	47.41151977793199	2.899786780383795	1.0206516568891708	0.5179138411317568	1.0737374659611076	0.018180667825326534	1.1264180675958235	7.062447085710628e-05	1.0738108120836627	0.009505427463615167	NHW
86	7204	46.75180455302609	2.899786780383795	0.9892761332289493	0.7462904283363754	1.0767956372820522	0.015419962972522214	1.1622008856736306	6.260322125740489e-07	1.064590222975478	0.026079320864619285	NHW
87	7174	41.74797881237804	2.899786780383795	0.9906113950077512	0.8112372930680603	1.0048043495605985	0.905924018935736	1.0425990356160089	0.2330018057832985	1.0334925802023345	0.2952182554427925	NHW
88	7194	45.81595774256325	2.899786780383795	1.050204467849642	0.12529413272503556	1.0671651463037735	0.037884844116704744	1.170357734576434	2.8167705630921926e-07	1.0563251357783607	0.05605161013402353	NHW
89	7212	47.00499168053245	2.899786780383795	1.0647674916351995	0.04246426222539097	1.1189137340559114	0.00018732796542583513	1.1617470036260529	5.502914618627093e-07	1.106333614815975	0.0002584405630901965	NHW
90	7214	49.0158026060438	2.899786780383795	1.186802743742715	2.045098053818689e-09	1.1948145732389117	3.036063286253293e-10	1.1317924057158508	2.0152052250836144e-05	1.0923653142653584	0.0008688561742460231	NHW
91	7191	44.541788346544294	2.899786780383795	1.0880880187126396	0.00855321742700669	1.1059917262741743	0.0015455931760861008	1.1303817167248393	0.00011984821295937773	1.0315245787604972	0.2994447695389119	NHW
92	7214	46.922650401996115	2.899786780383795	1.1972892142687035	1.3313617226672299e-09	1.1815130718817746	1.7464459710039514e-08	1.0797571441552363	0.012334183339612573	1.0306962543505978	0.2896822729668609	NHW
93	7189	43.677841146195576	2.899786780383795	1.147769445561764	1.951889193206686e-05	1.1436536991974222	2.6555725223786317e-05	1.0814516212865273	0.017719158181848656	1.0745110797568982	0.015265567783827098	NHW
94	7217	50.89372315366496	2.899786780383795	1.1753069942832186	4.20627722664455e-09	1.2108376878651297	1.6680176599479146e-12	1.1227226232362435	3.3948176940463116e-05	1.1174138024410538	1.2886475393874221e-05	NHW
95	7195	45.865184155663655	2.899786780383795	0.9811420050872731	0.5559007485859697	0.9975928909444222	0.9533900901856311	1.0944559307757102	0.003842243831418291	1.0473995626034336	0.10555621571571981	NHW
96	7216	49.00221729490023	2.899786780383795	1.1385444703235474	6.997039013474711e-06	1.2028986962897492	6.361954404751202e-11	1.1424795485682546	4.466182959086235e-06	1.1010628019323672	0.00029278187067425073	NHW
97	7190	44.381084840055635	2.899786780383795	1.0456187620651416	0.17400050198869393	1.070859773783396	0.034714500617584416	1.156785476564939	4.452899373522714e-06	1.0762245096030454	0.012341331086013704	NHW
98	7203	47.410801055115925	2.899786780383795	1.1339285714285716	2.6106495704859603e-05	1.160939637780303	4.4214764052251005e-07	1.157163058165478	8.83077551926036e-07	1.0686017365833247	0.016023008653193577	NHW
99	7206	48.903691368304194	2.899786780383795	1.2028749215509027	8.337051384755828e-11	1.217492141809312	3.0806013473173567e-12	1.0937015049261973	0.0022397107866511776	1.102622742104936	0.00023791531130706807	NHW
0	7226	54.49764738444506	2.8978622327790973	0.9659643834626498	0.20548510803766307	0.9294393131758723	0.0071817684396393066	1.010234938101788	0.7235576669425885	1.0036360215625484	0.8945544286762526	Hispanic
1	7226	49.54331580404096	2.8978622327790973	0.9471009133981108	0.07360781305495817	0.9099541566500812	0.0018399010686929438	1.0159751699772235	0.5972747148184687	0.9977238035377571	0.9368794513223726	Hispanic
2	7226	52.7816219208414	2.8978622327790973	1.0232241350227085	0.4109170275484055	1.0021684201325713	0.9535111811001393	1.0267539422411014	0.346797914205611	0.9955637007077858	0.8739389639319042	Hispanic
3	7226	53.19678937171326	2.8978622327790973	0.9937287304860827	0.8370233405642519	0.9812092280690623	0.5023561386921556	1.0494681293393844	0.07756324346406793	0.9939750478402929	0.8118322395814204	Hispanic
4	7226	51.31469692776086	2.8978622327790973	1.0403203923877231	0.16794729565419908	1.0007715879481816	1.0	1.0268727563422912	0.3626348747862292	0.9986896910794862	0.9789295057598366	Hispanic
5	7226	51.8820924439524	2.8978622327790973	0.9617929879099534	0.1770327356881683	0.9422497456892538	0.0386209928156125	0.9897744890119748	0.7244818708190992	0.9755643581224978	0.3415187178203918	Hispanic
6	7226	53.044561306393575	2.8978622327790973	0.976037743963573	0.39418184958319635	0.974939655081148	0.36603706053460705	1.0281901351199312	0.3173493299283415	0.9792892248896454	0.41221152330961697	Hispanic
7	7226	52.38029338499861	2.8978622327790973	1.0020802017364447	0.9531816861353813	0.973544785589682	0.3511115219549069	1.040408369218859	0.15832379686222603	1.0131939406870065	0.6155280968678245	Hispanic
8	7226	51.60531414337116	2.8978622327790973	0.9358328760859623	0.023844634944205807	0.9026921515392156	0.000472626995942304	1.0456602382228486	0.11281855716156321	1.0038082476009338	0.8949299997378026	Hispanic
9	7226	53.4735676722945	2.8978622327790973	0.9688014042949319	0.25169837778333526	0.9567101915268121	0.10860348021763946	1.0333827108242513	0.2276963900494475	0.9845361678859331	0.5426764890443598	Hispanic
10	7226	51.09327428729588	2.8978622327790973	0.9763823512441532	0.4115782088233375	0.9516979344479946	0.091287731094737	1.0202232343626807	0.4994513792564354	0.9934051975395645	0.8121384649751165	Hispanic
11	7226	53.058400221422644	2.8978622327790973	0.9581373223629664	0.12663859275311487	0.9761992670386173	0.3818618739664827	1.034426268219681	0.21685118435013112	0.9880459597099922	0.6340279799336641	Hispanic
12	7226	51.89593135898145	2.8978622327790973	1.0042164958893767	0.8833805709156933	0.9659318276690995	0.22134170907173994	1.0361317784077906	0.20658392695948147	0.9831662043951355	0.5089846487689441	Hispanic
13	7226	52.061998339330195	2.8978622327790973	0.9651073635353498	0.21768358531461685	0.9598293517193904	0.15345189620930066	1.0079648214247066	0.7914633804408399	0.9733224653370351	0.2906209426164923	Hispanic
14	7226	54.8436202601716	2.8978622327790973	0.9500678113796415	0.05932480481856967	0.9320431122250522	0.009247945573831826	1.042774977756774	0.11131999015516186	0.995460698566067	0.8527117799156153	Hispanic
15	7226	54.22086908386382	2.8978622327790973	0.9627441051601902	0.16662929877828164	0.9721385854087919	0.30660849319883865	0.9802133280798713	0.46157518683902365	0.9965780965354252	0.8946156704126986	Hispanic
16	7226	52.75394409078328	2.8978622327790973	0.923931394170564	0.005752470314949498	0.9036550397762042	0.0003747471890944426	1.0027884838002372	0.9297271520046815	0.9688109324920291	0.21394481396412582	Hispanic
17	7226	53.44588984223637	2.8978622327790973	0.9907969304371559	0.7464427801149557	0.9940241355302852	0.8381862316914218	0.9910014988564181	0.7462290410400662	0.9833561331509347	0.5082043865305407	Hispanic
18	7226	52.311098809853306	2.8978622327790973	0.9503623124581917	0.07338869521845306	0.9738685450794028	0.35116699574721605	1.0324065360241104	0.25186749769143607	0.9882618758955141	0.65319601746883	Hispanic
19	7226	53.01688347633545	2.8978622327790973	1.005754147017205	0.8371164645833378	0.9755800095344033	0.3816976588515638	1.038749836248117	0.166936540098918	0.9982795229662703	0.9578115467109398	Hispanic
20	7226	53.03072239136451	2.8978622327790973	0.9924626120469621	0.791487140413832	1.0054720330644276	0.8611155446799634	1.0499793535896043	0.07758740101063746	1.0058097496174478	0.8324110292778514	Hispanic
21	7226	52.57403819540548	2.8978622327790973	0.9533918213926962	0.09416310875121539	0.9687140969413709	0.25583758902867193	1.0202919439755012	0.48052511379822826	0.9877896425104461	0.6341909582566905	Hispanic
22	7226	51.35621367284805	2.8978622327790973	0.9987501284990704	0.9765987176683486	0.9833096759578953	0.5604317524639129	1.0258231419405786	0.37833917883369816	0.9719974867884255	0.27887855342151846	Hispanic
23	7226	53.667312482701355	2.8978622327790973	0.9777214818712565	0.42720115083680665	0.9763210594991383	0.38139427494713607	1.0115403900244266	0.6803187672034541	0.9829151909915712	0.49127575839405313	Hispanic
24	7226	54.63603653473568	2.8978622327790973	0.9790821307175707	0.4438353124965868	0.9604246798981144	0.13605267652610964	1.0171701940194313	0.5358559927516291	1.0097798711281196	0.6908870678352175	Hispanic
25	7226	51.96512593412677	2.8978622327790973	0.9592058301547118	0.15039202586156575	0.9862609305752708	0.6411846833187238	1.038798784272418	0.17659164696539387	1.0011357889232722	0.9789209948710575	Hispanic
26	7226	51.31469692776086	2.8978622327790973	1.0037769470961997	0.906596494652966	0.9669827294277006	0.2442459307367688	1.0496772647154529	0.08850606876815244	1.0016443943075322	0.9578778317525527	Hispanic
27	7226	52.21422640464988	2.8978622327790973	0.9658229158578564	0.22873297246940683	0.9350855327468232	0.018292616710847597	1.0351771674525547	0.21718778449326512	0.9634876970331117	0.14610866141693826	Hispanic
28	7226	52.04815942430113	2.8978622327790973	1.0078108880019667	0.7916865851613808	0.9936625306007497	0.8384265913416917	1.0179463055103226	0.5372569825704326	1.0012363742149666	0.9789187727498552	Hispanic
29	7226	54.0132853584279	2.8978622327790973	0.9579612351292277	0.11897371635017287	0.9322175142699065	0.011060582495076497	1.0426874816437703	0.11865575212781257	1.003173122947167	0.915621633099171	Hispanic
30	7226	55.38333794630501	2.8978622327790973	0.9379856835053967	0.018244559567880403	0.9544072315779916	0.07899669723143937	1.0466341703233768	0.08144708732173517	0.9801914150815271	0.41030245728611636	Hispanic
31	7226	52.33877663991143	2.8978622327790973	1.0292016258908518	0.304243557375265	0.9967096396843195	0.9072500980571964	1.024426090956845	0.39410523598892444	1.0005701205762474	1.0	Hispanic
32	7226	51.48076390810961	2.8978622327790973	0.9425982565896132	0.04291949900032709	0.9363266309446489	0.023129813749242695	1.0240292427934932	0.41091773873029824	0.960448859455482	0.11922505345006401	Hispanic
33	7226	53.21062828674232	2.8978622327790973	0.9824700216633244	0.5371590785134511	0.9748992485437236	0.3659341848134686	1.037930732759129	0.1760255622460521	0.988760107141963	0.652944263660642	Hispanic
34	7226	52.21422640464988	2.8978622327790973	0.9515723860025243	0.08329213634258607	0.9544124130717274	0.10275871892230795	1.0422270876780408	0.1417389910151175	0.9981678270428728	0.9578465387601635	Hispanic
35	7226	52.62939385552172	2.8978622327790973	0.935867585460698	0.020326464096816817	0.934018997943976	0.015569381949143191	1.055141771914468	0.05233148593066689	0.9965395146024877	0.8948486378990557	Hispanic
36	7226	53.65347356767229	2.8978622327790973	1.0348535800767333	0.20613312189079674	0.9850713876487316	0.5793596396883738	1.020568749390325	0.46180363790554435	1.0028914203220802	0.9156693257688582	Hispanic
37	7226	54.525325214503184	2.8978622327790973	0.9709629054986788	0.27604066065503413	0.9769773218216724	0.3966684646041785	1.0312361316874246	0.2503642902518491	1.0060674451313252	0.8114254523223905	Hispanic
